judge,N,seed,rstar_iso
falcon-7b-instruct,150,5,0.44
falcon-7b-instruct,150,6,0.4533333333333333
falcon-7b-instruct,150,7,0.38
falcon-7b-instruct,150,8,0.40666666666666657
falcon-7b-instruct,150,9,0.4399999999999999
falcon-7b-instruct,150,10,0.4466666666666669
falcon-7b-instruct,150,11,0.4266666666666667
falcon-7b-instruct,150,12,0.42666666666666675
falcon-7b-instruct,150,13,0.42
falcon-7b-instruct,150,14,0.44666666666666666
falcon-7b-instruct,150,15,0.4266666666666666
falcon-7b-instruct,150,16,0.41333333333333333
falcon-7b-instruct,150,17,0.42666666666666675
falcon-7b-instruct,150,18,0.41333333333333344
falcon-7b-instruct,150,19,0.44666666666666666
falcon-7b-instruct,150,20,0.4266666666666667
falcon-7b-instruct,150,21,0.47333333333333333
falcon-7b-instruct,150,22,0.44
falcon-7b-instruct,150,23,0.42666666666666664
falcon-7b-instruct,150,24,0.38
falcon-7b-instruct,150,25,0.4533333333333333
falcon-7b-instruct,150,26,0.36666666666666664
falcon-7b-instruct,150,27,0.44666666666666677
falcon-7b-instruct,150,28,0.4133333333333332
falcon-7b-instruct,150,29,0.3533333333333332
falcon-7b-instruct,150,30,0.4333333333333334
falcon-7b-instruct,150,31,0.4533333333333334
falcon-7b-instruct,150,32,0.48666666666666686
falcon-7b-instruct,150,33,0.42
falcon-7b-instruct,150,34,0.40666666666666673
falcon-7b-instruct,150,35,0.37999999999999995
falcon-7b-instruct,150,36,0.3866666666666666
falcon-7b-instruct,150,37,0.4599999999999998
falcon-7b-instruct,150,38,0.44
falcon-7b-instruct,150,39,0.4066666666666667
falcon-7b-instruct,150,40,0.42666666666666664
falcon-7b-instruct,150,41,0.4
falcon-7b-instruct,150,42,0.44
falcon-7b-instruct,150,43,0.44666666666666666
falcon-7b-instruct,150,44,0.44666666666666677
falcon-7b-instruct,150,45,0.4266666666666667
falcon-7b-instruct,150,46,0.44
falcon-7b-instruct,150,47,0.3799999999999999
falcon-7b-instruct,150,48,0.4866666666666667
falcon-7b-instruct,150,49,0.44
falcon-7b-instruct,150,50,0.48
falcon-7b-instruct,150,51,0.43999999999999984
falcon-7b-instruct,150,52,0.4200000000000001
falcon-7b-instruct,150,53,0.46
falcon-7b-instruct,150,54,0.47333333333333333
falcon-7b-instruct,150,55,0.41333333333333316
falcon-7b-instruct,150,56,0.44666666666666666
falcon-7b-instruct,150,57,0.41333333333333333
falcon-7b-instruct,150,58,0.4466666666666669
falcon-7b-instruct,150,59,0.4266666666666667
falcon-7b-instruct,150,60,0.4266666666666667
falcon-7b-instruct,150,61,0.44
falcon-7b-instruct,150,62,0.36666666666666664
falcon-7b-instruct,150,63,0.44666666666666666
falcon-7b-instruct,150,64,0.4066666666666667
falcon-7b-instruct,150,65,0.41333333333333344
falcon-7b-instruct,150,66,0.4133333333333333
falcon-7b-instruct,150,67,0.45333333333333325
falcon-7b-instruct,150,68,0.42000000000000004
falcon-7b-instruct,150,69,0.4533333333333333
falcon-7b-instruct,150,70,0.46
falcon-7b-instruct,150,71,0.4800000000000002
falcon-7b-instruct,150,72,0.41999999999999993
falcon-7b-instruct,150,73,0.42
falcon-7b-instruct,150,74,0.41333333333333344
falcon-7b-instruct,150,75,0.49333333333333335
falcon-7b-instruct,150,76,0.45333333333333325
falcon-7b-instruct,150,77,0.41333333333333333
falcon-7b-instruct,150,78,0.41333333333333333
falcon-7b-instruct,150,79,0.44
falcon-7b-instruct,150,80,0.4266666666666667
falcon-7b-instruct,150,81,0.43333333333333335
falcon-7b-instruct,150,82,0.43333333333333335
falcon-7b-instruct,150,83,0.4666666666666667
falcon-7b-instruct,150,84,0.44
falcon-7b-instruct,150,85,0.44666666666666666
falcon-7b-instruct,150,86,0.4
falcon-7b-instruct,150,87,0.4066666666666668
falcon-7b-instruct,150,88,0.43333333333333335
falcon-7b-instruct,150,89,0.44
falcon-7b-instruct,150,90,0.4066666666666667
falcon-7b-instruct,150,91,0.39333333333333337
falcon-7b-instruct,150,92,0.4133333333333332
falcon-7b-instruct,150,93,0.44666666666666655
falcon-7b-instruct,150,94,0.48
falcon-7b-instruct,150,95,0.42000000000000004
falcon-7b-instruct,150,96,0.4266666666666667
falcon-7b-instruct,150,97,0.4266666666666667
falcon-7b-instruct,150,98,0.44666666666666666
falcon-7b-instruct,150,99,0.43333333333333335
falcon-7b-instruct,200,0,0.42
falcon-7b-instruct,200,1,0.43499999999999994
falcon-7b-instruct,200,2,0.415
falcon-7b-instruct,200,3,0.44499999999999984
falcon-7b-instruct,200,4,0.43999999999999995
falcon-7b-instruct,200,5,0.43999999999999995
falcon-7b-instruct,200,6,0.45500000000000007
falcon-7b-instruct,200,7,0.42
falcon-7b-instruct,200,8,0.405
falcon-7b-instruct,200,9,0.4450000000000001
falcon-7b-instruct,200,10,0.425
falcon-7b-instruct,200,11,0.44000000000000017
falcon-7b-instruct,200,12,0.43
falcon-7b-instruct,200,13,0.4599999999999999
falcon-7b-instruct,200,14,0.42
falcon-7b-instruct,200,15,0.405
falcon-7b-instruct,200,16,0.435
falcon-7b-instruct,200,17,0.4150000000000001
falcon-7b-instruct,200,18,0.455
falcon-7b-instruct,200,19,0.425
falcon-7b-instruct,200,20,0.47500000000000014
falcon-7b-instruct,200,21,0.46
falcon-7b-instruct,200,22,0.4599999999999999
falcon-7b-instruct,200,23,0.435
falcon-7b-instruct,200,24,0.4599999999999999
falcon-7b-instruct,200,25,0.46
falcon-7b-instruct,200,26,0.45
falcon-7b-instruct,200,27,0.4200000000000001
falcon-7b-instruct,200,28,0.45500000000000007
falcon-7b-instruct,200,29,0.445
falcon-7b-instruct,200,30,0.4650000000000001
falcon-7b-instruct,200,31,0.43999999999999984
falcon-7b-instruct,200,32,0.48
falcon-7b-instruct,200,33,0.42
falcon-7b-instruct,200,34,0.45
falcon-7b-instruct,200,35,0.43
falcon-7b-instruct,200,36,0.45
falcon-7b-instruct,200,37,0.425
falcon-7b-instruct,200,38,0.4
falcon-7b-instruct,200,39,0.435
falcon-7b-instruct,200,40,0.48000000000000015
falcon-7b-instruct,200,41,0.4500000000000001
falcon-7b-instruct,200,42,0.43
falcon-7b-instruct,200,43,0.435
falcon-7b-instruct,200,44,0.45
falcon-7b-instruct,200,45,0.42999999999999994
falcon-7b-instruct,200,46,0.4200000000000001
falcon-7b-instruct,200,47,0.4750000000000001
falcon-7b-instruct,200,48,0.4
falcon-7b-instruct,200,49,0.4899999999999999
falcon-7b-instruct,200,50,0.435
falcon-7b-instruct,200,51,0.46
falcon-7b-instruct,200,52,0.43999999999999995
falcon-7b-instruct,200,53,0.43499999999999994
falcon-7b-instruct,200,54,0.45000000000000007
falcon-7b-instruct,200,55,0.485
falcon-7b-instruct,200,56,0.435
falcon-7b-instruct,200,57,0.405
falcon-7b-instruct,200,58,0.4649999999999999
falcon-7b-instruct,200,59,0.415
falcon-7b-instruct,200,60,0.405
falcon-7b-instruct,200,61,0.45000000000000007
falcon-7b-instruct,200,62,0.45
falcon-7b-instruct,200,63,0.465
falcon-7b-instruct,200,64,0.42500000000000016
falcon-7b-instruct,200,65,0.44000000000000006
falcon-7b-instruct,200,66,0.45999999999999985
falcon-7b-instruct,200,67,0.46
falcon-7b-instruct,200,68,0.42499999999999993
falcon-7b-instruct,200,69,0.4600000000000001
falcon-7b-instruct,200,70,0.4099999999999999
falcon-7b-instruct,200,71,0.44000000000000006
falcon-7b-instruct,200,72,0.43999999999999995
falcon-7b-instruct,200,73,0.48
falcon-7b-instruct,200,74,0.445
falcon-7b-instruct,200,75,0.405
falcon-7b-instruct,200,76,0.465
falcon-7b-instruct,200,77,0.455
falcon-7b-instruct,200,78,0.41
falcon-7b-instruct,200,79,0.475
falcon-7b-instruct,200,80,0.465
falcon-7b-instruct,200,81,0.43
falcon-7b-instruct,200,82,0.475
falcon-7b-instruct,200,83,0.44
falcon-7b-instruct,200,84,0.46
falcon-7b-instruct,200,85,0.4650000000000001
falcon-7b-instruct,200,86,0.4049999999999999
falcon-7b-instruct,200,87,0.4750000000000001
falcon-7b-instruct,200,88,0.45499999999999985
falcon-7b-instruct,200,89,0.47
falcon-7b-instruct,200,90,0.4749999999999999
falcon-7b-instruct,200,91,0.455
falcon-7b-instruct,200,92,0.43500000000000005
falcon-7b-instruct,200,93,0.43
falcon-7b-instruct,200,94,0.425
falcon-7b-instruct,200,95,0.44500000000000006
falcon-7b-instruct,200,96,0.41
falcon-7b-instruct,200,97,0.43999999999999984
falcon-7b-instruct,200,98,0.44000000000000006
falcon-7b-instruct,200,99,0.47499999999999987
falcon-7b-instruct,300,0,0.4533333333333333
falcon-7b-instruct,300,1,0.41666666666666674
falcon-7b-instruct,300,2,0.4666666666666667
falcon-7b-instruct,300,3,0.4533333333333333
falcon-7b-instruct,300,4,0.44
falcon-7b-instruct,300,5,0.4633333333333333
falcon-7b-instruct,300,6,0.42333333333333334
falcon-7b-instruct,300,7,0.41999999999999993
falcon-7b-instruct,300,8,0.44
falcon-7b-instruct,300,9,0.4600000000000001
falcon-7b-instruct,300,10,0.4266666666666667
falcon-7b-instruct,300,11,0.4600000000000001
falcon-7b-instruct,300,12,0.4600000000000001
falcon-7b-instruct,300,13,0.44333333333333313
falcon-7b-instruct,300,14,0.44333333333333336
falcon-7b-instruct,300,15,0.45666666666666667
falcon-7b-instruct,300,16,0.4066666666666666
falcon-7b-instruct,300,17,0.45
falcon-7b-instruct,300,18,0.46
falcon-7b-instruct,300,19,0.46
falcon-7b-instruct,300,20,0.44333333333333336
falcon-7b-instruct,300,21,0.43666666666666665
falcon-7b-instruct,300,22,0.47666666666666646
falcon-7b-instruct,300,23,0.47
falcon-7b-instruct,300,24,0.48333333333333334
falcon-7b-instruct,300,25,0.44
falcon-7b-instruct,300,26,0.4299999999999999
falcon-7b-instruct,300,27,0.46
falcon-7b-instruct,300,28,0.45
falcon-7b-instruct,300,29,0.46333333333333343
falcon-7b-instruct,300,30,0.4633333333333333
falcon-7b-instruct,300,31,0.46666666666666656
falcon-7b-instruct,300,32,0.47333333333333333
falcon-7b-instruct,300,33,0.4166666666666667
falcon-7b-instruct,300,34,0.44
falcon-7b-instruct,300,35,0.4633333333333333
falcon-7b-instruct,300,36,0.44666666666666666
falcon-7b-instruct,300,37,0.4733333333333332
falcon-7b-instruct,300,38,0.4766666666666667
falcon-7b-instruct,300,39,0.44
falcon-7b-instruct,300,40,0.45666666666666667
falcon-7b-instruct,300,41,0.4633333333333333
falcon-7b-instruct,300,42,0.39666666666666656
falcon-7b-instruct,300,43,0.47333333333333333
falcon-7b-instruct,300,44,0.46
falcon-7b-instruct,300,45,0.45333333333333325
falcon-7b-instruct,300,46,0.44333333333333336
falcon-7b-instruct,300,47,0.43666666666666665
falcon-7b-instruct,300,48,0.46333333333333326
falcon-7b-instruct,300,49,0.44
falcon-7b-instruct,300,50,0.4633333333333333
falcon-7b-instruct,300,51,0.41666666666666674
falcon-7b-instruct,300,52,0.4533333333333333
falcon-7b-instruct,300,53,0.47
falcon-7b-instruct,300,54,0.4666666666666667
falcon-7b-instruct,300,55,0.4366666666666666
falcon-7b-instruct,300,56,0.45
falcon-7b-instruct,300,57,0.48
falcon-7b-instruct,300,58,0.44333333333333336
falcon-7b-instruct,300,59,0.45
falcon-7b-instruct,300,60,0.45666666666666667
falcon-7b-instruct,300,61,0.4666666666666667
falcon-7b-instruct,300,62,0.4533333333333333
falcon-7b-instruct,300,63,0.4633333333333333
falcon-7b-instruct,300,64,0.44
falcon-7b-instruct,300,65,0.4666666666666667
falcon-7b-instruct,300,66,0.45666666666666667
falcon-7b-instruct,300,67,0.4066666666666667
falcon-7b-instruct,300,68,0.46
falcon-7b-instruct,300,69,0.47333333333333344
falcon-7b-instruct,300,70,0.44333333333333336
falcon-7b-instruct,300,71,0.4666666666666667
falcon-7b-instruct,300,72,0.45333333333333325
falcon-7b-instruct,300,73,0.45333333333333325
falcon-7b-instruct,300,74,0.47333333333333333
falcon-7b-instruct,300,75,0.4666666666666667
falcon-7b-instruct,300,76,0.47
falcon-7b-instruct,300,77,0.44
falcon-7b-instruct,300,78,0.45666666666666667
falcon-7b-instruct,300,79,0.4766666666666667
falcon-7b-instruct,300,80,0.4666666666666667
falcon-7b-instruct,300,81,0.46
falcon-7b-instruct,300,82,0.49
falcon-7b-instruct,300,83,0.42
falcon-7b-instruct,300,84,0.45
falcon-7b-instruct,300,85,0.48333333333333334
falcon-7b-instruct,300,86,0.4700000000000001
falcon-7b-instruct,300,87,0.4533333333333333
falcon-7b-instruct,300,88,0.4666666666666668
falcon-7b-instruct,300,89,0.48333333333333334
falcon-7b-instruct,300,90,0.4766666666666667
falcon-7b-instruct,300,91,0.4499999999999999
falcon-7b-instruct,300,92,0.44333333333333336
falcon-7b-instruct,300,93,0.41333333333333333
falcon-7b-instruct,300,94,0.44666666666666666
falcon-7b-instruct,300,95,0.39
falcon-7b-instruct,300,96,0.4533333333333333
falcon-7b-instruct,300,97,0.46
falcon-7b-instruct,300,98,0.4566666666666668
falcon-7b-instruct,300,99,0.44333333333333336
falcon-7b-instruct,500,0,0.476
falcon-7b-instruct,500,1,0.4820000000000001
falcon-7b-instruct,500,2,0.44600000000000006
falcon-7b-instruct,500,3,0.472
falcon-7b-instruct,500,4,0.458
falcon-7b-instruct,500,5,0.482
falcon-7b-instruct,500,6,0.462
falcon-7b-instruct,500,7,0.4819999999999999
falcon-7b-instruct,500,8,0.466
falcon-7b-instruct,500,9,0.4440000000000001
falcon-7b-instruct,500,10,0.4660000000000001
falcon-7b-instruct,500,11,0.482
falcon-7b-instruct,500,12,0.46400000000000013
falcon-7b-instruct,500,13,0.47000000000000014
falcon-7b-instruct,500,14,0.45999999999999996
falcon-7b-instruct,500,15,0.464
falcon-7b-instruct,500,16,0.462
falcon-7b-instruct,500,17,0.46
falcon-7b-instruct,500,18,0.4620000000000001
falcon-7b-instruct,500,19,0.4680000000000001
falcon-7b-instruct,500,20,0.45799999999999996
falcon-7b-instruct,500,21,0.468
falcon-7b-instruct,500,22,0.464
falcon-7b-instruct,500,23,0.466
falcon-7b-instruct,500,24,0.4360000000000001
falcon-7b-instruct,500,25,0.4600000000000001
falcon-7b-instruct,500,26,0.47600000000000003
falcon-7b-instruct,500,27,0.4660000000000001
falcon-7b-instruct,500,28,0.47200000000000003
falcon-7b-instruct,500,29,0.4719999999999999
falcon-7b-instruct,500,30,0.45399999999999996
falcon-7b-instruct,500,31,0.48800000000000004
falcon-7b-instruct,500,32,0.47200000000000003
falcon-7b-instruct,500,33,0.468
falcon-7b-instruct,500,34,0.464
falcon-7b-instruct,500,35,0.468
falcon-7b-instruct,500,36,0.464
falcon-7b-instruct,500,37,0.45
falcon-7b-instruct,500,38,0.47599999999999976
falcon-7b-instruct,500,39,0.45600000000000007
falcon-7b-instruct,500,40,0.4760000000000001
falcon-7b-instruct,500,41,0.472
falcon-7b-instruct,500,42,0.4680000000000001
falcon-7b-instruct,500,43,0.46399999999999997
falcon-7b-instruct,500,44,0.462
falcon-7b-instruct,500,45,0.478
falcon-7b-instruct,500,46,0.4639999999999999
falcon-7b-instruct,500,47,0.442
falcon-7b-instruct,500,48,0.46000000000000013
falcon-7b-instruct,500,49,0.476
falcon-7b-instruct,500,50,0.448
falcon-7b-instruct,500,51,0.47800000000000004
falcon-7b-instruct,500,52,0.43
falcon-7b-instruct,500,53,0.44
falcon-7b-instruct,500,54,0.466
falcon-7b-instruct,500,55,0.44800000000000006
falcon-7b-instruct,500,56,0.4700000000000001
falcon-7b-instruct,500,57,0.45800000000000013
falcon-7b-instruct,500,58,0.46599999999999986
falcon-7b-instruct,500,59,0.44999999999999996
falcon-7b-instruct,500,60,0.482
falcon-7b-instruct,500,61,0.46999999999999986
falcon-7b-instruct,500,62,0.4660000000000001
falcon-7b-instruct,500,63,0.46200000000000013
falcon-7b-instruct,500,64,0.448
falcon-7b-instruct,500,65,0.46399999999999997
falcon-7b-instruct,500,66,0.458
falcon-7b-instruct,500,67,0.452
falcon-7b-instruct,500,68,0.474
falcon-7b-instruct,500,69,0.45999999999999996
falcon-7b-instruct,500,70,0.468
falcon-7b-instruct,500,71,0.48000000000000004
falcon-7b-instruct,500,72,0.458
falcon-7b-instruct,500,73,0.46200000000000013
falcon-7b-instruct,500,74,0.4680000000000001
falcon-7b-instruct,500,75,0.448
falcon-7b-instruct,500,76,0.45
falcon-7b-instruct,500,77,0.4500000000000001
falcon-7b-instruct,500,78,0.472
falcon-7b-instruct,500,79,0.476
falcon-7b-instruct,500,80,0.442
falcon-7b-instruct,500,81,0.46799999999999986
falcon-7b-instruct,500,82,0.442
falcon-7b-instruct,500,83,0.436
falcon-7b-instruct,500,84,0.4699999999999999
falcon-7b-instruct,500,85,0.47
falcon-7b-instruct,500,86,0.4719999999999999
falcon-7b-instruct,500,87,0.432
falcon-7b-instruct,500,88,0.472
falcon-7b-instruct,500,89,0.46199999999999997
falcon-7b-instruct,500,90,0.47800000000000004
falcon-7b-instruct,500,91,0.46
falcon-7b-instruct,500,92,0.454
falcon-7b-instruct,500,93,0.44399999999999995
falcon-7b-instruct,500,94,0.448
falcon-7b-instruct,500,95,0.44000000000000006
falcon-7b-instruct,500,96,0.45400000000000007
falcon-7b-instruct,500,97,0.454
falcon-7b-instruct,500,98,0.4700000000000001
falcon-7b-instruct,500,99,0.434
falcon-7b-instruct,700,0,0.4585714285714286
falcon-7b-instruct,700,1,0.4742857142857143
falcon-7b-instruct,700,2,0.45714285714285713
falcon-7b-instruct,700,3,0.46714285714285714
falcon-7b-instruct,700,4,0.4714285714285714
falcon-7b-instruct,700,5,0.4814285714285714
falcon-7b-instruct,700,6,0.47
falcon-7b-instruct,700,7,0.4514285714285714
falcon-7b-instruct,700,8,0.46714285714285714
falcon-7b-instruct,700,9,0.47
falcon-7b-instruct,700,10,0.47
falcon-7b-instruct,700,11,0.46
falcon-7b-instruct,700,12,0.4614285714285714
falcon-7b-instruct,700,13,0.45714285714285713
falcon-7b-instruct,700,14,0.44857142857142857
falcon-7b-instruct,700,15,0.4585714285714286
falcon-7b-instruct,700,16,0.4742857142857143
falcon-7b-instruct,700,17,0.47142857142857153
falcon-7b-instruct,700,18,0.45714285714285713
falcon-7b-instruct,700,19,0.4714285714285714
falcon-7b-instruct,700,20,0.4657142857142857
falcon-7b-instruct,700,21,0.44428571428571434
falcon-7b-instruct,700,22,0.47285714285714286
falcon-7b-instruct,700,23,0.4585714285714286
falcon-7b-instruct,700,24,0.4685714285714286
falcon-7b-instruct,700,25,0.47714285714285715
falcon-7b-instruct,700,26,0.46285714285714286
falcon-7b-instruct,700,27,0.4728571428571429
falcon-7b-instruct,700,28,0.48857142857142843
falcon-7b-instruct,700,29,0.48
falcon-7b-instruct,700,30,0.45714285714285713
falcon-7b-instruct,700,31,0.4542857142857143
falcon-7b-instruct,700,32,0.47285714285714286
falcon-7b-instruct,700,33,0.4642857142857143
falcon-7b-instruct,700,34,0.46
falcon-7b-instruct,700,35,0.4628571428571428
falcon-7b-instruct,700,36,0.48
falcon-7b-instruct,700,37,0.48285714285714293
falcon-7b-instruct,700,38,0.47285714285714286
falcon-7b-instruct,700,39,0.4685714285714286
falcon-7b-instruct,700,40,0.4757142857142857
falcon-7b-instruct,700,41,0.4742857142857143
falcon-7b-instruct,700,42,0.45
falcon-7b-instruct,700,43,0.4628571428571429
falcon-7b-instruct,700,44,0.4685714285714286
falcon-7b-instruct,700,45,0.46714285714285714
falcon-7b-instruct,700,46,0.48142857142857143
falcon-7b-instruct,700,47,0.48
falcon-7b-instruct,700,48,0.4657142857142857
falcon-7b-instruct,700,49,0.4785714285714286
falcon-7b-instruct,700,50,0.4614285714285714
falcon-7b-instruct,700,51,0.4742857142857143
falcon-7b-instruct,700,52,0.45714285714285713
falcon-7b-instruct,700,53,0.47
falcon-7b-instruct,700,54,0.46285714285714286
falcon-7b-instruct,700,55,0.4828571428571427
falcon-7b-instruct,700,56,0.4642857142857143
falcon-7b-instruct,700,57,0.47142857142857153
falcon-7b-instruct,700,58,0.4628571428571428
falcon-7b-instruct,700,59,0.4642857142857143
falcon-7b-instruct,700,60,0.4642857142857143
falcon-7b-instruct,700,61,0.47285714285714286
falcon-7b-instruct,700,62,0.48428571428571426
falcon-7b-instruct,700,63,0.4614285714285714
falcon-7b-instruct,700,64,0.4585714285714286
falcon-7b-instruct,700,65,0.4900000000000001
falcon-7b-instruct,700,66,0.4785714285714286
falcon-7b-instruct,700,67,0.47
falcon-7b-instruct,700,68,0.46285714285714286
falcon-7b-instruct,700,69,0.4757142857142857
falcon-7b-instruct,700,70,0.4685714285714286
falcon-7b-instruct,700,71,0.46
falcon-7b-instruct,700,72,0.44857142857142857
falcon-7b-instruct,700,73,0.48428571428571426
falcon-7b-instruct,700,74,0.4757142857142857
falcon-7b-instruct,700,75,0.4657142857142857
falcon-7b-instruct,700,76,0.46714285714285725
falcon-7b-instruct,700,77,0.46285714285714286
falcon-7b-instruct,700,78,0.4657142857142858
falcon-7b-instruct,700,79,0.47285714285714286
falcon-7b-instruct,700,80,0.4585714285714286
falcon-7b-instruct,700,81,0.47
falcon-7b-instruct,700,82,0.46571428571428564
falcon-7b-instruct,700,83,0.4685714285714286
falcon-7b-instruct,700,84,0.4828571428571429
falcon-7b-instruct,700,85,0.4657142857142857
falcon-7b-instruct,700,86,0.46857142857142864
falcon-7b-instruct,700,87,0.4657142857142857
falcon-7b-instruct,700,88,0.45
falcon-7b-instruct,700,89,0.4614285714285714
falcon-7b-instruct,700,90,0.46999999999999986
falcon-7b-instruct,700,91,0.47285714285714286
falcon-7b-instruct,700,92,0.46714285714285714
falcon-7b-instruct,700,93,0.4542857142857143
falcon-7b-instruct,700,94,0.45285714285714285
falcon-7b-instruct,700,95,0.4742857142857143
falcon-7b-instruct,700,96,0.45142857142857135
falcon-7b-instruct,700,97,0.4742857142857143
falcon-7b-instruct,700,98,0.4699999999999999
falcon-7b-instruct,700,99,0.47
falcon-7b-instruct,800,0,0.47875
falcon-7b-instruct,800,1,0.46125
falcon-7b-instruct,800,2,0.47250000000000014
falcon-7b-instruct,800,3,0.46375
falcon-7b-instruct,800,4,0.46624999999999994
falcon-7b-instruct,800,5,0.4624999999999999
falcon-7b-instruct,800,6,0.47125000000000006
falcon-7b-instruct,800,7,0.4625
falcon-7b-instruct,800,8,0.4625
falcon-7b-instruct,800,9,0.48125
falcon-7b-instruct,800,10,0.4700000000000001
falcon-7b-instruct,800,11,0.4575
falcon-7b-instruct,800,12,0.46625000000000005
falcon-7b-instruct,800,13,0.47625
falcon-7b-instruct,800,14,0.46125000000000005
falcon-7b-instruct,800,15,0.46125
falcon-7b-instruct,800,16,0.46375
falcon-7b-instruct,800,17,0.46875
falcon-7b-instruct,800,18,0.47625000000000006
falcon-7b-instruct,800,19,0.4774999999999999
falcon-7b-instruct,800,20,0.48375
falcon-7b-instruct,800,21,0.4725000000000001
falcon-7b-instruct,800,22,0.4575
falcon-7b-instruct,800,23,0.48249999999999993
falcon-7b-instruct,800,24,0.46375
falcon-7b-instruct,800,25,0.47124999999999984
falcon-7b-instruct,800,26,0.4675
